funding_ask,team_size,founder_experience_years,industry_sector,location_tier,monthly_revenue,revenue_growth_pct,company_age_months,prior_funding_rounds,has_validation,referral_channel_score,approved
15730000.0,7,14,Consumer Goods,Tier-3 City,11577.0,17.8,45,2,True,0.191,0
37050000.0,4,5,EdTech,Tier-3 City,42762.0,4.0,1,3,False,0.354,0
34760000.0,2,3,Consumer Goods,Tier-2 City,29545.0,0.1,29,0,False,0.73,0
38160000.0,6,6,HealthTech,Metro,53148.0,15.1,83,2,True,0.599,1
30490000.0,7,9,HealthTech,Metro,169113.0,9.4,64,0,True,0.566,0
23280000.0,14,11,SaaS,Metro,26970.0,-3.4,84,1,True,0.456,1
22720000.0,10,8,E-commerce,Metro,1446.0,10.3,1,2,True,0.719,1
35970000.0,6,0,Fintech,Metro,395210.0,-4.1,31,3,False,0.505,0
19160000.0,7,13,SaaS,Tier-3 City,22224.0,-7.0,66,1,False,0.507,0
22140000.0,2,7,HealthTech,Metro,54317.0,7.9,2,0,True,0.418,1
8600000.0,6,6,SaaS,Tier-3 City,37012.0,-3.5,43,3,False,0.382,0
34140000.0,9,11,Fintech,Tier-3 City,112980.0,-6.7,84,2,False,0.404,0
4310000.0,1,16,SaaS,Tier-2 City,50323.0,28.9,16,2,False,0.617,1
49530000.0,13,0,SaaS,Tier-2 City,91844.0,0.2,7,3,True,0.506,0
7620000.0,8,19,SaaS,Metro,12535.0,44.9,61,0,False,0.325,0
19460000.0,12,12,E-commerce,Tier-2 City,122548.0,20.5,23,2,True,0.636,1
12270000.0,4,10,EdTech,Metro,32294.0,-8.4,18,0,True,0.303,1
14890000.0,12,1,SaaS,Tier-3 City,67508.0,31.2,52,3,True,0.566,1
16460000.0,6,14,HealthTech,Metro,90423.0,-6.3,58,1,True,0.715,1
36060000.0,13,14,SaaS,Metro,70933.0,47.5,78,1,True,0.704,1
9250000.0,8,11,E-commerce,Tier-2 City,110460.0,12.5,10,0,True,0.0,0
13560000.0,9,16,EdTech,Tier-2 City,275347.0,18.9,75,2,False,0.531,0
5510000.0,3,16,E-commerce,Tier-2 City,53946.0,8.6,64,2,False,0.258,0
16910000.0,14,16,E-commerce,Tier-2 City,132908.0,13.3,65,3,False,0.381,0
47090000.0,3,6,Fintech,Metro,108678.0,3.4,23,0,True,0.649,0
19320000.0,1,13,Fintech,Tier-2 City,165869.0,-10.5,79,2,True,0.286,0
38980000.0,7,1,HealthTech,Metro,26254.0,14.8,12,3,False,0.613,1
23350000.0,12,11,Fintech,Metro,101371.0,28.5,66,3,False,0.558,0
22760000.0,13,2,EdTech,Metro,22377.0,-15.8,13,2,True,0.477,0
41290000.0,12,6,SaaS,Metro,145709.0,38.8,61,3,False,0.632,0
1830000.0,8,13,E-commerce,Metro,25893.0,20.0,43,0,False,0.607,0
43310000.0,13,8,EdTech,Tier-2 City,33333.0,-0.7,16,0,False,0.318,0
24520000.0,7,17,Consumer Goods,Metro,68626.0,-1.1,19,2,False,0.62,1
17880000.0,7,1,E-commerce,Metro,112955.0,45.3,42,1,False,0.569,0
45390000.0,3,19,Fintech,Tier-2 City,61365.0,26.8,35,2,False,0.528,0
17320000.0,12,14,SaaS,Metro,179422.0,30.8,43,2,False,0.404,0
48900000.0,5,8,E-commerce,Tier-2 City,24857.0,3.0,42,2,True,0.046,0
46850000.0,3,0,E-commerce,Tier-3 City,138481.0,19.1,2,3,True,0.29,0
13760000.0,6,0,E-commerce,Tier-2 City,201445.0,15.0,41,0,True,0.188,0
17360000.0,9,8,E-commerce,Tier-3 City,173706.0,4.5,39,3,False,0.546,0
40700000.0,4,11,Fintech,Metro,88268.0,10.2,38,3,True,0.561,0
10180000.0,6,10,E-commerce,Metro,205804.0,30.2,22,1,True,0.221,0
36730000.0,5,5,SaaS,Tier-2 City,77401.0,40.0,19,0,True,0.478,0
6890000.0,9,13,HealthTech,Tier-3 City,12511.0,3.0,9,2,True,0.387,0
10680000.0,10,12,E-commerce,Tier-3 City,62101.0,-18.3,60,3,False,0.347,0
25280000.0,10,6,Fintech,Metro,82156.0,40.9,52,2,False,0.951,0
37420000.0,2,6,EdTech,Tier-3 City,2120.0,41.1,78,0,True,0.287,0
37100000.0,5,8,EdTech,Metro,91401.0,16.0,23,1,False,0.43,0
30640000.0,10,14,Consumer Goods,Metro,9437.0,43.9,39,1,False,0.441,0
13970000.0,4,11,HealthTech,Metro,249808.0,14.6,19,2,False,0.229,0
21060000.0,1,2,HealthTech,Tier-3 City,5400.0,-10.2,90,2,False,0.461,0
12690000.0,5,18,EdTech,Metro,81157.0,-18.2,75,3,False,0.437,0
14210000.0,10,4,Consumer Goods,Tier-3 City,147145.0,-18.4,15,3,False,0.466,0
16500000.0,10,13,Consumer Goods,Tier-2 City,287353.0,8.1,77,2,False,0.45,0
30140000.0,2,0,Fintech,Tier-2 City,62045.0,-1.3,88,0,False,0.554,0
10780000.0,10,5,HealthTech,Tier-2 City,84866.0,-3.6,63,0,True,0.746,1
2610000.0,3,11,SaaS,Tier-3 City,38836.0,5.9,95,0,True,0.318,0
34780000.0,11,16,Fintech,Metro,159610.0,25.2,19,2,True,0.833,0
1580000.0,8,11,Consumer Goods,Metro,39687.0,-2.9,28,0,True,0.318,1
48550000.0,2,1,HealthTech,Tier-2 City,151071.0,-6.3,61,0,False,0.524,0
17840000.0,5,19,Consumer Goods,Metro,142726.0,-1.6,52,0,False,0.261,0
830000.0,12,5,HealthTech,Metro,349709.0,26.4,68,2,True,0.95,1
44290000.0,7,7,EdTech,Metro,98400.0,6.6,92,1,True,0.802,1
30190000.0,10,2,E-commerce,Metro,48893.0,13.6,23,3,False,0.601,1
40960000.0,11,13,Fintech,Metro,50818.0,39.1,83,1,True,1.0,0
22030000.0,1,8,E-commerce,Metro,547251.0,64.9,13,2,True,0.032,0
18030000.0,14,4,E-commerce,Tier-3 City,52107.0,20.8,44,2,False,0.15,0
32930000.0,5,12,SaaS,Metro,156236.0,18.8,42,3,True,0.441,1
20600000.0,12,3,Consumer Goods,Tier-3 City,207300.0,-15.7,77,0,False,0.343,0
28030000.0,7,10,E-commerce,Tier-3 City,327157.0,15.4,41,2,False,0.265,0
14250000.0,9,13,EdTech,Metro,94274.0,9.2,79,2,False,0.173,0
16970000.0,6,16,EdTech,Tier-2 City,607211.0,25.8,15,1,True,0.568,1
4570000.0,12,13,EdTech,Tier-2 City,43940.0,0.2,95,2,True,0.838,1
39180000.0,2,11,SaaS,Tier-2 City,84086.0,12.0,19,2,True,0.621,0
17770000.0,13,0,HealthTech,Metro,204832.0,20.1,57,2,True,0.864,1
48760000.0,3,4,HealthTech,Metro,387198.0,46.0,48,2,True,0.559,1
13360000.0,13,11,EdTech,Metro,31084.0,39.3,9,0,False,0.377,1
24020000.0,1,10,Fintech,Tier-2 City,269928.0,33.3,51,1,True,0.589,1
15620000.0,1,10,Fintech,Tier-3 City,57246.0,22.5,83,3,False,0.92,0
34850000.0,2,14,Fintech,Tier-2 City,96519.0,-0.6,52,0,False,0.527,0
40510000.0,8,18,SaaS,Tier-2 City,135686.0,22.5,67,0,True,0.399,0
24610000.0,4,10,SaaS,Tier-3 City,446292.0,-7.4,94,2,True,0.585,1
18660000.0,9,2,SaaS,Tier-2 City,435172.0,3.9,29,0,True,0.707,1
37370000.0,12,8,EdTech,Metro,144103.0,43.6,4,0,False,0.361,0
9980000.0,1,5,SaaS,Tier-3 City,157848.0,18.8,66,3,True,0.294,0
30170000.0,8,10,Fintech,Metro,842587.0,12.5,75,0,True,0.653,0
36810000.0,11,11,Consumer Goods,Metro,195882.0,15.1,14,0,False,0.431,0
13830000.0,6,10,E-commerce,Tier-2 City,183669.0,6.1,34,1,True,0.519,1
32960000.0,13,11,Consumer Goods,Tier-3 City,111657.0,-35.1,35,3,True,0.206,0
36890000.0,10,6,Fintech,Metro,42631.0,-17.3,72,3,True,0.97,1
6310000.0,1,3,EdTech,Tier-2 City,51927.0,20.3,84,1,True,0.304,0
16530000.0,8,17,SaaS,Metro,156620.0,-10.4,70,1,False,0.962,0
20610000.0,6,8,EdTech,Metro,93293.0,5.8,29,2,False,0.481,1
38910000.0,2,4,EdTech,Metro,159445.0,-16.5,59,3,True,0.346,1
28590000.0,14,19,Fintech,Tier-2 City,276464.0,-6.4,26,0,False,0.874,1
22750000.0,4,0,EdTech,Tier-3 City,27376.0,7.9,60,1,True,0.235,0
16280000.0,2,6,HealthTech,Metro,27813.0,26.5,92,0,True,0.18,0
700000.0,4,14,HealthTech,Metro,365940.0,30.5,64,0,False,0.49,0
1500000.0,12,8,SaaS,Metro,70434.0,-6.7,75,2,True,0.557,1
12400000.0,9,16,E-commerce,Metro,276342.0,14.1,72,0,False,0.142,0
6280000.0,12,7,E-commerce,Tier-2 City,122358.0,-20.5,46,3,True,0.397,0
6420000.0,7,12,EdTech,Tier-2 City,153820.0,9.1,13,0,True,0.004,0
30340000.0,2,8,Consumer Goods,Tier-2 City,197885.0,27.1,93,3,True,0.158,1
30470000.0,6,9,Fintech,Metro,115261.0,6.7,35,1,False,0.757,0
2720000.0,3,9,EdTech,Tier-2 City,40235.0,34.3,85,2,True,0.333,1
29900000.0,8,19,Fintech,Metro,164055.0,24.7,80,1,False,0.67,0
7720000.0,4,15,EdTech,Metro,612788.0,12.8,65,1,True,0.378,1
19170000.0,14,7,Consumer Goods,Tier-3 City,150136.0,3.0,53,2,True,0.224,0
49490000.0,6,8,EdTech,Tier-3 City,12927.0,-2.7,27,1,False,0.328,0
26340000.0,5,8,Consumer Goods,Tier-3 City,48217.0,-21.2,14,0,True,0.241,0
2190000.0,14,14,EdTech,Tier-3 City,287637.0,-17.9,83,0,True,0.284,0
17710000.0,8,11,SaaS,Tier-2 City,239452.0,27.9,92,1,True,0.529,1
33710000.0,3,10,EdTech,Tier-3 City,35133.0,38.3,64,0,True,0.328,0
11620000.0,7,8,HealthTech,Tier-2 City,199821.0,-13.6,94,0,False,0.486,0
48240000.0,4,7,SaaS,Metro,51331.0,9.4,21,0,False,0.919,0
21550000.0,11,11,Consumer Goods,Metro,293903.0,-23.5,49,3,True,0.393,1
1540000.0,9,16,HealthTech,Metro,68968.0,-11.5,17,1,False,0.558,1
27260000.0,11,19,SaaS,Metro,122456.0,13.2,51,1,True,0.513,1
33970000.0,14,1,HealthTech,Metro,122452.0,-2.4,85,3,False,0.509,0
23070000.0,11,4,SaaS,Tier-2 City,210415.0,-30.3,28,2,False,0.649,1
46440000.0,5,13,SaaS,Tier-3 City,289842.0,42.4,40,0,False,0.277,0
45150000.0,3,2,EdTech,Tier-2 City,138968.0,7.0,50,2,False,0.213,0
7380000.0,8,12,SaaS,Metro,48964.0,-14.1,45,2,False,0.447,0
4460000.0,7,8,HealthTech,Tier-2 City,150707.0,10.6,93,1,False,0.338,0
15960000.0,5,3,Fintech,Metro,441466.0,6.4,41,2,False,0.383,0
30600000.0,12,10,Fintech,Metro,684519.0,16.4,25,0,False,0.72,0
30280000.0,13,10,EdTech,Metro,158143.0,1.2,32,3,True,0.686,1
13950000.0,6,14,Consumer Goods,Metro,6279.0,14.3,29,2,False,0.379,1
47580000.0,10,16,Fintech,Metro,21465.0,26.9,30,1,False,1.0,0
15710000.0,14,19,EdTech,Tier-3 City,44075.0,-18.4,86,3,False,0.581,0
40310000.0,1,8,SaaS,Tier-3 City,171534.0,-5.9,49,2,False,0.435,0
41680000.0,6,13,HealthTech,Tier-2 City,80385.0,24.8,37,3,True,0.839,1
5370000.0,11,15,SaaS,Metro,278779.0,-3.0,14,0,True,0.571,1
12010000.0,7,19,HealthTech,Tier-3 City,314257.0,6.4,93,1,True,0.492,1
11150000.0,12,13,SaaS,Tier-2 City,249224.0,-1.4,15,1,True,0.539,1
46020000.0,7,4,E-commerce,Metro,23214.0,-0.2,34,1,False,0.676,1
17880000.0,1,6,E-commerce,Tier-2 City,122954.0,-1.9,67,2,True,0.246,0
41910000.0,7,4,HealthTech,Tier-2 City,213920.0,-17.2,1,1,True,0.399,0
24160000.0,6,3,EdTech,Tier-2 City,47215.0,17.2,31,3,True,0.466,0
23130000.0,12,6,Consumer Goods,Metro,92601.0,29.2,91,0,False,0.287,0
45220000.0,3,9,Fintech,Tier-2 City,51425.0,4.5,3,0,True,0.702,0
22320000.0,3,15,SaaS,Metro,14920.0,27.0,23,3,True,0.543,1
37370000.0,2,5,EdTech,Metro,119875.0,-1.8,9,2,True,0.33,1
21510000.0,8,3,SaaS,Metro,67722.0,-3.0,66,0,True,0.645,1
5540000.0,14,2,E-commerce,Tier-3 City,87796.0,16.2,2,3,False,0.138,0
3130000.0,9,3,EdTech,Metro,11925.0,16.5,5,0,False,0.498,1
10810000.0,12,8,HealthTech,Metro,58644.0,5.7,45,2,True,0.57,1
36250000.0,12,8,E-commerce,Metro,160603.0,21.5,72,0,False,0.989,0
19000000.0,9,7,Fintech,Tier-3 City,302325.0,-17.7,86,1,False,0.689,0
22980000.0,9,6,E-commerce,Tier-2 City,201261.0,1.9,21,3,True,0.258,0
5540000.0,4,9,Fintech,Tier-3 City,165209.0,27.3,55,0,True,0.338,0
31340000.0,14,12,E-commerce,Metro,52999.0,27.2,77,1,True,0.739,1
40270000.0,12,0,E-commerce,Metro,19181.0,24.7,70,1,True,0.411,0
31420000.0,13,17,Fintech,Tier-2 City,67439.0,28.4,92,0,True,0.613,0
49240000.0,14,6,SaaS,Metro,30128.0,0.5,8,0,False,0.694,0
1310000.0,5,2,EdTech,Tier-3 City,170202.0,-26.1,5,1,True,0.428,1
1280000.0,3,3,SaaS,Tier-3 City,429630.0,2.8,66,1,False,0.485,0
25250000.0,13,10,Fintech,Tier-2 City,239203.0,20.7,35,0,True,0.759,1
13690000.0,7,10,HealthTech,Tier-3 City,96766.0,24.0,71,2,True,0.509,1
34480000.0,14,1,EdTech,Tier-2 City,63890.0,-2.5,68,0,False,0.522,0
39760000.0,10,9,HealthTech,Metro,127757.0,-11.4,43,1,False,0.684,0
5570000.0,4,4,HealthTech,Tier-2 City,44299.0,-9.4,95,3,False,0.547,0
45910000.0,5,18,E-commerce,Metro,423821.0,-2.9,84,1,True,0.566,1
1980000.0,9,6,Fintech,Tier-3 City,512606.0,-29.9,35,2,True,0.671,1
34580000.0,6,19,SaaS,Metro,151192.0,-2.5,1,1,True,0.367,1
19530000.0,4,11,Fintech,Metro,165212.0,9.0,95,2,True,0.658,1
33540000.0,3,19,HealthTech,Tier-2 City,297993.0,6.0,92,3,True,0.591,1
5330000.0,10,11,E-commerce,Metro,128993.0,1.4,86,1,False,0.122,0
46890000.0,1,2,SaaS,Metro,30897.0,-5.8,6,2,True,0.118,0
46900000.0,2,12,HealthTech,Tier-2 City,240772.0,-3.5,69,1,False,0.606,0
26210000.0,1,9,HealthTech,Metro,59839.0,-3.1,92,1,False,0.762,0
25720000.0,11,16,Consumer Goods,Tier-2 City,112058.0,22.1,37,3,True,0.128,1
31920000.0,1,7,Consumer Goods,Metro,176493.0,8.0,72,1,True,0.287,0
29210000.0,6,3,E-commerce,Metro,8967.0,71.3,52,0,False,0.312,0
27410000.0,2,2,EdTech,Metro,266444.0,1.4,45,1,True,0.317,1
29660000.0,9,14,EdTech,Tier-3 City,598315.0,16.8,69,2,True,0.426,1
43000000.0,1,4,E-commerce,Tier-3 City,34625.0,1.8,56,2,True,0.0,0
30750000.0,1,13,E-commerce,Metro,187459.0,1.3,66,2,True,0.109,0
10190000.0,6,2,HealthTech,Tier-3 City,361115.0,39.2,22,1,False,0.411,1
45740000.0,10,1,Fintech,Tier-2 City,23927.0,28.0,28,1,True,0.684,0
11190000.0,2,14,Fintech,Tier-2 City,5516.0,-27.1,61,0,True,0.388,0
8680000.0,7,6,Consumer Goods,Tier-2 City,29118.0,-12.5,53,0,False,0.438,0
49850000.0,12,11,EdTech,Tier-2 City,306401.0,5.3,37,3,False,0.375,0
11060000.0,9,0,EdTech,Tier-3 City,309243.0,-2.3,80,3,True,0.295,0
5450000.0,11,3,EdTech,Tier-2 City,537718.0,-22.2,33,0,True,0.486,1
28320000.0,5,1,SaaS,Tier-2 City,66555.0,10.3,46,3,True,0.412,1
41450000.0,14,5,Fintech,Metro,101553.0,-29.6,31,3,True,0.984,1
3510000.0,3,5,Fintech,Metro,90738.0,10.5,54,0,True,0.501,1
24760000.0,9,7,HealthTech,Tier-2 City,48574.0,22.6,54,1,False,0.294,0
3890000.0,7,4,EdTech,Metro,407998.0,25.5,32,0,True,0.383,1
21720000.0,1,9,SaaS,Metro,256951.0,5.1,74,2,False,0.449,0
17530000.0,14,18,EdTech,Metro,199879.0,38.2,16,2,True,0.32,1
7290000.0,10,1,EdTech,Metro,105050.0,14.6,74,0,True,0.234,0
46590000.0,4,17,Consumer Goods,Tier-2 City,79144.0,24.9,7,3,False,0.283,1
31930000.0,1,8,Fintech,Tier-2 City,33153.0,-6.7,24,1,False,0.439,0
42230000.0,10,11,E-commerce,Tier-2 City,92898.0,38.4,39,1,True,0.119,0
45340000.0,8,13,E-commerce,Metro,756611.0,7.9,41,0,True,0.587,0
46540000.0,1,14,EdTech,Tier-2 City,44787.0,39.5,61,3,False,0.172,0
37530000.0,14,18,SaaS,Metro,20614.0,35.2,90,0,False,0.841,0
15690000.0,11,19,HealthTech,Tier-2 City,11778.0,13.2,73,3,True,0.581,1
41530000.0,7,1,Consumer Goods,Tier-2 City,65844.0,16.1,52,3,True,0.349,0
26250000.0,4,8,HealthTech,Tier-2 City,684731.0,4.4,8,0,True,0.433,0
13950000.0,4,10,E-commerce,Tier-2 City,32711.0,-8.4,95,0,False,0.0,0
19600000.0,7,10,E-commerce,Tier-3 City,6365.0,19.9,31,0,True,0.096,0
15410000.0,1,19,Consumer Goods,Tier-3 City,226082.0,18.9,59,3,True,0.148,0
23580000.0,6,13,EdTech,Tier-2 City,31872.0,-24.4,77,0,False,0.426,0
39180000.0,4,8,HealthTech,Tier-2 City,184065.0,6.3,67,2,False,0.148,0
24500000.0,2,18,Fintech,Metro,64236.0,25.4,11,3,False,0.644,1
13760000.0,2,14,EdTech,Tier-3 City,37175.0,37.3,25,1,True,0.064,0
4830000.0,5,15,SaaS,Metro,184462.0,22.5,95,2,True,0.541,1
42860000.0,6,12,Fintech,Metro,38848.0,-22.3,73,0,False,0.71,0
21160000.0,5,1,Consumer Goods,Tier-3 City,65232.0,-13.1,61,3,False,0.364,0
22380000.0,10,19,E-commerce,Tier-2 City,353764.0,1.1,43,2,True,0.573,1
38300000.0,8,14,Fintech,Metro,278979.0,36.0,90,2,True,0.826,0
42560000.0,3,2,HealthTech,Metro,3698.0,-4.1,70,1,False,0.673,0
25800000.0,14,5,E-commerce,Metro,5117.0,29.2,70,2,True,0.441,0
31800000.0,11,6,HealthTech,Tier-2 City,31319.0,-4.5,88,2,False,1.0,0
12340000.0,7,5,Fintech,Metro,406207.0,18.7,92,0,True,0.509,0
46790000.0,1,12,E-commerce,Tier-3 City,216873.0,-10.8,82,2,False,0.116,0
28610000.0,13,10,SaaS,Tier-3 City,50649.0,4.1,64,0,True,0.683,1
36120000.0,11,4,Fintech,Tier-2 City,85480.0,-14.6,22,2,True,0.861,1
6150000.0,7,13,HealthTech,Tier-2 City,191431.0,36.9,26,3,False,0.603,1
32030000.0,3,5,HealthTech,Metro,183341.0,-5.9,15,3,False,0.64,1
18760000.0,2,3,E-commerce,Metro,20516.0,-22.9,77,1,True,0.0,0
22780000.0,5,19,SaaS,Tier-2 City,102066.0,-24.5,32,3,True,0.722,1
34270000.0,4,6,SaaS,Metro,81120.0,6.3,22,3,True,0.447,1
39920000.0,3,4,Consumer Goods,Metro,153925.0,-1.2,69,1,False,0.523,0
17790000.0,6,14,SaaS,Metro,69124.0,21.0,54,1,True,0.148,0
